,developerCountry,countryCode,userRatingCount,primaryGenreName,downloads,deviceType,hasPrivacyLink,hasTermsOfServiceLink,hasTermsOfServiceLinkRating,isCorporateEmailScore,adSpent,appAge,averageUserRating,appContentBrandSafetyRating,appDescriptionBrandSafetyRating,mfaRating
3613,CANNOT IDENTIFY COUNTRY,APAC,57,Lifestyle,,smartphone,True,,,0.0,24.88867801828051,121.33333333333331,4.0,medium,low,low
3614,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Books & Reference,100 - 500,GLOBAL,,,,99.0,,109.86666666666666,0.0,,low,low
3615,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Social Networking,,GLOBAL,True,,,99.0,,20.73333333333333,0.0,,high,low
3616,UNITED STATES,GLOBAL,21,Health & Fitness,100 - 500,GLOBAL,True,False,high,99.0,,102.0,2.0,,low,low
3617,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,100 - 500,GLOBAL,True,,,99.0,,21.53333333333333,0.0,,low,low
3618,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Productivity,,GLOBAL,True,,,0.0,,74.73333333333333,0.0,,low,low
3619,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,2,Utilities,,GLOBAL,True,False,high,,,55.5,4.0,,high,low
3620,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Personalization,10 - 50,GLOBAL,True,,,0.0,,65.1,,,low,low
3621,ADDRESS NOT LISTED IN PLAYSTORE,UA,656,Games,1000000 - 5000000,tablet,True,False,high,99.0,3.016370366927988,24.33333333333333,3.0,,low,low
3622,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,12,Maps & Navigation,500 - 1000,GLOBAL,True,,,99.0,,51.0,4.0,,medium,low
3623,ADDRESS NOT LISTED IN PLAYSTORE,,103,Games,,tablet,,,,99.0,4.269740297297441,140.96666666666667,3.0,low,low,low
3624,ADDRESS NOT LISTED IN PLAYSTORE,EMEA,68,News & Magazines,10000 - 50000,smartphone,True,True,low,99.0,5.069421574974368,44.46666666666666,4.0,,low,low
3625,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Travel,,GLOBAL,,,,99.0,,121.46666666666668,0.0,,low,low
3626,CANNOT IDENTIFY COUNTRY,GLOBAL,0,Photography,100 - 500,GLOBAL,,,,0.0,,,,,low,low
3627,VIET NAM,GLOBAL,6398,Games,,tablet,True,True,low,99.0,1371.2444449677712,13.6,4.0,,low,low
3628,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,13,Education,1000 - 5000,GLOBAL,True,,,0.0,,100.63333333333334,4.0,,low,low
3629,CANNOT IDENTIFY COUNTRY,BR,38108,Tools,1000000 - 5000000,GLOBAL,True,False,high,0.0,18.04041579495032,20.0,4.0,,low,low
3630,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,5,Sports,,GLOBAL,,,,,,146.56666666666666,4.0,,low,low
3631,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Social Networking,,GLOBAL,,,,,,124.93333333333334,0.0,,low,low
3632,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,,GLOBAL,True,,,99.0,,1.5666666666666669,0.0,,low,low
3633,CANNOT IDENTIFY COUNTRY,GLOBAL,0,Books & Reference,50 - 100,GLOBAL,,,,0.0,,81.23333333333333,2.0,,low,low
3634,INDIA,GLOBAL,53,Tools,10000 - 50000,GLOBAL,True,,,0.0,,2.1,3.0,,low,low
3635,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,,GLOBAL,,,,,,91.76666666666664,0.0,,low,low
3636,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,32,Music & Audio,5000 - 10000,GLOBAL,True,True,low,0.0,,43.266666666666666,4.0,,low,low
3637,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,117,Lifestyle,10000 - 50000,GLOBAL,True,False,high,99.0,,91.16666666666669,3.0,,low,low
3638,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,50 - 100,GLOBAL,True,,,0.0,,,0.0,,low,low
3639,CANNOT IDENTIFY COUNTRY,GLOBAL,0,Tools,10 - 50,GLOBAL,True,,,99.0,,70.13333333333334,0.0,,low,low
3640,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,95,Books & Reference,5000 - 10000,smartphone,True,True,low,0.0,,70.73333333333333,4.0,medium,low,low
3641,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,,GLOBAL,,,,,,84.1,0.0,,low,low
3642,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,7,Reference,,GLOBAL,True,,,99.0,,89.73333333333333,5.0,,low,low
3643,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Tools,10 - 50,GLOBAL,True,,,0.0,,27.53333333333333,0.0,,low,low
3644,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,9,Games,,GLOBAL,True,False,high,,,100.23333333333332,4.0,low,low,low
3645,VIET NAM,EMEA,191439,Video Players & Editors,50000000 - 100000000,GLOBAL,True,False,high,99.0,0.147197150617537,76.93333333333332,4.0,medium,low,low
3646,HUNGARY,GLOBAL,1,Education,,GLOBAL,True,,,99.0,,64.53333333333333,5.0,,low,low
3647,TURKEY,CA,43368,Games,10000000 - 50000000,GLOBAL,True,False,high,99.0,4.55765010087424,58.53333333333333,3.0,medium,low,low
3648,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Finance,,GLOBAL,True,,,,,8.133333333333333,0.0,,high,low
3649,MALTA,GLOBAL,38543343,Games,1000000000 - 5000000000,GLOBAL,True,True,low,99.0,3143906.128937907,149.43333333333334,4.0,low,low,low
3650,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Travel,,GLOBAL,True,,,,,73.3,0.0,,low,low
3651,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,10 - 50,GLOBAL,True,,,0.0,,3.2,0.0,,low,low
3652,GERMANY,GLOBAL,0,Business,10 - 50,GLOBAL,True,,,99.0,,83.86666666666666,0.0,,low,low
3653,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,50 - 100,GLOBAL,True,,,0.0,,51.7,,,low,low
3654,HONDURAS,GLOBAL,1,Entertainment,,GLOBAL,False,False,high,99.0,,112.26666666666668,5.0,medium,low,low
3655,INDIA,GLOBAL,249,Entertainment,100000 - 500000,GLOBAL,True,,,0.0,,90.83333333333331,4.0,medium,low,low
3656,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Travel,,GLOBAL,True,,,,,9.4,0.0,,high,low
3657,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,5,Education,,GLOBAL,True,True,low,99.0,,89.56666666666666,5.0,,medium,low
3658,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,5 - 10,GLOBAL,True,False,high,99.0,,55.633333333333326,,,low,low
3659,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,,GLOBAL,True,True,low,99.0,,47.96666666666666,0.0,,low,low
3660,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,7,Photography,1000 - 5000,GLOBAL,True,False,high,0.0,,41.1,4.0,,low,low
3661,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,500 - 1000,GLOBAL,True,,,0.0,,75.96666666666667,0.0,,low,low
3662,CANNOT IDENTIFY COUNTRY,GLOBAL,0,Business,5 - 10,GLOBAL,True,,,0.0,,54.6,,,low,low
3663,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Shopping,,GLOBAL,True,,,99.0,,2.566666666666667,5.0,,low,low
3664,UNITED STATES,GLOBAL,10,Entertainment,100 - 500,GLOBAL,,,,99.0,,132.1,2.0,,low,low
3665,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,41,Business,,GLOBAL,True,,,,,19.066666666666663,4.0,,low,low
3666,UNITED STATES,GLOBAL,91,Health & Fitness,10000 - 50000,GLOBAL,True,True,low,99.0,,97.26666666666664,1.0,,low,low
3667,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,10 - 50,GLOBAL,True,,,0.0,,24.83333333333333,,,medium,low
3668,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,5,Games,500 - 1000,GLOBAL,,,,0.0,,88.26666666666665,4.0,,low,low
3669,ADDRESS NOT LISTED IN PLAYSTORE,SA,31698,Maps & Navigation,10000000 - 50000000,GLOBAL,True,,,0.0,2.113690051634753,36.633333333333326,4.0,,low,low
3670,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,139,Books & Reference,1000 - 5000,GLOBAL,True,,,0.0,,82.33333333333333,4.0,medium,low,low
3671,CANNOT IDENTIFY COUNTRY,GLOBAL,0,Games,100 - 500,GLOBAL,True,,,0.0,,33.7,0.0,,low,low
3672,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Communication,100 - 500,GLOBAL,True,,,99.0,,27.433333333333334,0.0,,low,low
3673,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,100 - 500,GLOBAL,True,,,99.0,,70.03333333333333,0.0,,low,low
3674,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,10 - 50,GLOBAL,True,,,99.0,,96.33333333333331,0.0,,low,low
3675,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,News & Magazines,100 - 500,GLOBAL,,,,0.0,,71.7,5.0,,low,low
3676,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,146,Games,100000 - 500000,GLOBAL,True,False,high,0.0,161.81466617196332,18.83333333333333,4.0,,low,low
3677,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,7,Education,1000 - 5000,GLOBAL,True,,,0.0,,72.63333333333334,3.0,low,low,low
3678,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,7,Business,,GLOBAL,True,False,high,99.0,,22.8,4.0,,low,low
3679,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,8,Games,1000 - 5000,GLOBAL,True,True,low,0.0,,19.433333333333334,4.0,,low,low
3680,CYPRUS,PS,34034,Games,,smartphone,True,True,low,99.0,2.84800243292977,34.13333333333333,4.0,,medium,low
3681,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,5,Maps & Navigation,500 - 1000,GLOBAL,True,,,99.0,,80.0,4.0,,low,low
3682,SERBIA,BR,193208,Games,5000000 - 10000000,GLOBAL,True,False,high,0.0,4.843945999803721,133.36666666666667,4.0,medium,medium,low
3683,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,0 - 1,GLOBAL,True,,,99.0,,28.2,,,low,low
3684,INDIA,GLOBAL,39454,Games,10000000 - 50000000,smartphone,True,True,low,0.0,,81.5,4.0,low,low,low
3685,REPUBLIC OF KOREA,GLOBAL,0,Communication,100 - 500,GLOBAL,,,,99.0,,105.83333333333331,0.0,,low,low
3686,FRANCE,OM,1375,Games,1000000 - 5000000,tablet,True,False,high,99.0,0.3679813752874632,18.8,3.0,,low,low
3687,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,12,Education,10 - 50,GLOBAL,True,,,0.0,,94.3,5.0,,low,low
3688,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,455,Tools,100000 - 500000,GLOBAL,True,,,0.0,,38.5,3.0,,low,low
3689,TURKEY,GLOBAL,0,Health & Fitness,,GLOBAL,True,,,99.0,,2.9333333333333327,0.0,,low,low
3690,REPUBLIC OF KOREA,GLOBAL,0,Education,10 - 50,GLOBAL,True,,,0.0,,54.03333333333333,,,low,low
3691,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,1000 - 5000,GLOBAL,True,,,99.0,,15.0,0.0,,low,low
3692,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,50 - 100,GLOBAL,,,,0.0,,60.73333333333333,,,low,low
3693,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,6,Food & Drink,,GLOBAL,True,,,99.0,,79.8,5.0,,low,low
3694,TURKEY,JP,5632,Games,,smartphone,True,True,low,99.0,2.090817704916061,13.833333333333334,4.0,,medium,low
3695,UNITED ARAB EMIRATES,MY,3088,Games,,smartphone,True,False,high,99.0,27.146404467444867,56.8,4.0,medium,medium,low
3696,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,5 - 10,GLOBAL,True,,,99.0,,35.8,,,low,low
3697,HONG KONG,GLOBAL,5543,Art & Design,500000 - 1000000,connected-tv/ott,True,True,low,0.0,,68.53333333333333,4.0,medium,low,low
3698,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Tools,100 - 500,GLOBAL,True,,,0.0,,65.53333333333333,,,low,low
3699,MALAYSIA,GLOBAL,53,Lifestyle,5000 - 10000,GLOBAL,True,,,99.0,,105.53333333333332,4.0,,high,low
3700,ADDRESS NOT LISTED IN PLAYSTORE,LB,2540,Games,,smartphone,True,False,high,99.0,4.862984457042626,4.966666666666667,4.0,,high,low
3701,BANGLADESH,GLOBAL,0,Lifestyle,50 - 100,GLOBAL,True,,,0.0,,61.2,,,low,low
3702,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,1 - 5,GLOBAL,True,,,0.0,,8.866666666666667,,,low,low
3703,UNITED STATES,GLOBAL,7,Art & Design,1000 - 5000,GLOBAL,True,,,0.0,,88.26666666666665,4.0,,low,low
3704,HONG KONG,GLOBAL,994,Games,100000 - 500000,tablet,True,True,low,99.0,,96.0,3.0,low,high,high
3705,REPUBLIC OF KOREA,HK,308177,Entertainment,5000000 - 10000000,GLOBAL,True,False,high,99.0,4.761160418719924,163.2,4.0,medium,medium,low
3706,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Photography,0 - 1,GLOBAL,,,,0.0,,48.1,,,low,low
3707,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Productivity,500 - 1000,GLOBAL,True,,,0.0,,3.0333333333333328,0.0,,low,low
3708,INDIA,GLOBAL,1406,Video Players & Editors,100000 - 500000,GLOBAL,True,False,high,0.0,,57.56666666666667,4.0,,low,low
3709,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,5 - 10,GLOBAL,True,,,99.0,,33.1,,,low,low
3710,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Finance,,GLOBAL,True,,,,,3.633333333333333,1.0,,high,low
3711,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Medical,,GLOBAL,True,,,99.0,,44.766666666666666,0.0,,high,low
3712,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,91,Games,5000 - 10000,GLOBAL,True,True,low,99.0,452.498578921529,3.1666666666666665,4.0,,low,low
3713,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,News & Magazines,10000 - 50000,GLOBAL,,,,99.0,,43.36666666666667,,,medium,low
3714,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,67,Games,5000 - 10000,GLOBAL,True,False,high,0.0,,35.03333333333333,3.0,,medium,low
3715,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,301,Games,10000 - 50000,tablet,True,,,0.0,,26.2,4.0,,low,low
3716,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Health & Fitness,,GLOBAL,True,,,,,62.36666666666667,0.0,,low,low
3717,CANNOT IDENTIFY COUNTRY,GLOBAL,2927,Books & Reference,100000 - 500000,tablet,True,,,0.0,,82.36666666666666,4.0,medium,low,low
3718,ARGENTINA,SG,403320,Games,10000000 - 50000000,smartphone,True,False,high,99.0,16.018263682772208,56.133333333333326,4.0,medium,low,low
3719,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,10 - 50,GLOBAL,,,,0.0,,40.833333333333336,,,low,low
3720,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Productivity,,GLOBAL,True,,,0.0,,9.066666666666666,0.0,,low,low
3721,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Personalization,0 - 1,GLOBAL,True,,,0.0,,65.13333333333334,,,low,low
3722,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,,GLOBAL,True,,,,,43.266666666666666,0.0,,low,low
3723,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Music & Audio,100 - 500,GLOBAL,True,,,0.0,,12.1,,,medium,low
3724,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,,GLOBAL,True,,,99.0,,48.86666666666667,0.0,,high,low
3725,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,100 - 500,GLOBAL,True,True,low,99.0,,8.333333333333334,0.0,,low,low
3726,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Business,,GLOBAL,True,False,high,99.0,,74.76666666666665,0.0,,low,low
3727,ADDRESS NOT LISTED IN PLAYSTORE,QA,0,Health & Fitness,5000 - 10000,GLOBAL,True,,,0.0,0.8714458660097969,8.766666666666667,0.0,,low,low
3728,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Events,10 - 50,GLOBAL,True,,,99.0,,4.0,0.0,,low,low
3729,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,News & Magazines,50 - 100,GLOBAL,True,,,0.0,,36.53333333333333,,,low,low
3730,CHINA,GLOBAL,25,Food & Drink,1000 - 5000,GLOBAL,True,,,0.0,,83.76666666666665,4.0,,low,low
3731,ADDRESS NOT LISTED IN PLAYSTORE,EMEA,76,Games,,smartphone,True,,,,8.934712411252681,12.766666666666667,4.0,,high,low
3732,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,,GLOBAL,,,,,,128.0,0.0,,low,low
3733,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,42,Games,10000 - 50000,GLOBAL,True,,,0.0,,45.633333333333326,4.0,,low,low
3734,HONG KONG,GLOBAL,0,Entertainment,50000 - 100000,GLOBAL,True,False,high,99.0,4.089106765416748,10.466666666666669,,,low,low
3735,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,4371,Photography,500000 - 1000000,GLOBAL,True,,,0.0,,100.66666666666669,4.0,medium,medium,low
3736,CANNOT IDENTIFY COUNTRY,GLOBAL,7,Education,100 - 500,GLOBAL,True,,,0.0,,55.16666666666666,5.0,,low,low
3737,CANNOT IDENTIFY COUNTRY,GLOBAL,339,News & Magazines,10000 - 50000,GLOBAL,True,True,low,99.0,,,3.0,,low,low
3738,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,11,Photo & Video,,GLOBAL,True,False,high,99.0,,93.8,4.0,,low,low
3739,CANNOT IDENTIFY COUNTRY,JP,27167,Entertainment,1000000 - 5000000,GLOBAL,True,True,low,0.0,0.2207867634104385,55.23333333333333,4.0,medium,low,low
3740,BRAZIL,GLOBAL,1748,Games,100000 - 500000,tablet,True,False,high,0.0,,85.1,3.0,low,low,low
3741,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,6,Social,5000 - 10000,GLOBAL,True,,,99.0,,3.866666666666666,2.0,,low,low
3742,CANNOT IDENTIFY COUNTRY,GLOBAL,0,Food & Drink,,GLOBAL,True,,,0.0,,10.9,0.0,,high,low
3743,FRANCE,GLOBAL,120602,Games,5000000 - 10000000,smartphone,True,True,low,99.0,29997.04694952396,14.633333333333333,4.0,,low,low
3744,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Photography,100 - 500,GLOBAL,True,,,0.0,,52.766666666666666,,,low,low
3745,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Productivity,100 - 500,GLOBAL,True,,,99.0,,47.6,0.0,,low,low
3746,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,100 - 500,GLOBAL,True,,,99.0,,52.56666666666667,,,low,low
3747,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,,GLOBAL,True,,,,,98.6,0.0,,low,low
3748,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Productivity,1 - 5,GLOBAL,,,,0.0,,79.0,0.0,,low,low
3749,RUSSIAN FEDERATION,GLOBAL,17,Books & Reference,1000 - 5000,GLOBAL,True,,,99.0,,106.0,3.0,,low,low
3750,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,50 - 100,GLOBAL,True,False,high,99.0,,2.466666666666667,0.0,,low,low
3751,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Books & Reference,1000 - 5000,GLOBAL,True,False,high,0.0,,90.86666666666666,0.0,,low,low
3752,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,36,Games,1000 - 5000,tablet,True,False,high,99.0,,23.666666666666668,3.0,,high,low
3753,ADDRESS NOT LISTED IN PLAYSTORE,BG,3041,Games,,smartphone,True,False,high,,19.496910278934067,6.666666666666667,4.0,,low,low
3754,ADDRESS NOT LISTED IN PLAYSTORE,TH,377,Games,,GLOBAL,True,False,high,,2.2515999590501083,11.766666666666667,4.0,,high,low
3755,CANNOT IDENTIFY COUNTRY,GLOBAL,53,Medical,10000 - 50000,GLOBAL,True,,,99.0,,56.3,2.0,,low,low
3756,PAKISTAN,ID,240,Games,500000 - 1000000,smartphone,True,True,low,0.0,79.95204661564186,12.066666666666666,4.0,,medium,low
3757,CANADA,GLOBAL,0,Music & Audio,100 - 500,GLOBAL,True,,,0.0,,56.133333333333326,,,low,low
3758,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Productivity,1 - 5,GLOBAL,True,,,99.0,,11.433333333333334,,,low,low
3759,INDONESIA,GLOBAL,12,Travel & Local,100 - 500,GLOBAL,False,False,high,0.0,,89.76666666666665,5.0,,low,low
3760,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,,GLOBAL,True,,,99.0,,142.6,0.0,medium,low,low
3761,REPUBLIC OF KOREA,KR,7375,Entertainment,50000 - 100000,smartphone,True,False,high,0.0,545.5341376347887,22.766666666666666,4.0,,low,low
3762,CANNOT IDENTIFY COUNTRY,GLOBAL,0,Health & Fitness,50 - 100,GLOBAL,True,False,high,0.0,,,0.0,,low,low
3763,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,100 - 500,GLOBAL,True,False,high,0.0,,52.133333333333326,,,low,low
3764,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,3,Business,,GLOBAL,True,,,,,52.2,5.0,,high,low
3765,GERMANY,GLOBAL,5,Health & Fitness,500 - 1000,GLOBAL,True,,,99.0,,39.03333333333333,5.0,,low,low
3766,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,1000 - 5000,GLOBAL,,,,0.0,,38.36666666666667,,,medium,low
3767,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,26,Finance,500 - 1000,GLOBAL,True,,,0.0,,31.766666666666666,4.0,,low,low
3768,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Navigation,,GLOBAL,True,,,0.0,,16.033333333333335,0.0,,high,low
3769,ADDRESS NOT LISTED IN PLAYSTORE,AE,1981,Games,1000000 - 5000000,smartphone,True,False,high,99.0,2.76486373015579,7.266666666666666,3.0,,low,low
3770,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Social Networking,,GLOBAL,True,,,,,85.26666666666665,0.0,,low,low
3771,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,5,Productivity,1000 - 5000,GLOBAL,True,,,99.0,,27.666666666666668,4.0,,low,low
3772,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,10 - 50,GLOBAL,True,,,99.0,,80.63333333333334,5.0,,low,low
3773,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,2,Education,,GLOBAL,True,,,99.0,,111.8,5.0,,low,low
3774,ARGENTINA,GLOBAL,0,Entertainment,10 - 50,GLOBAL,True,,,0.0,,29.566666666666663,0.0,,low,low
3775,INDIA,GLOBAL,0,Books & Reference,500 - 1000,GLOBAL,True,,,0.0,,64.0,,low,low,low
3776,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1088,Medical,,GLOBAL,True,,,99.0,,44.36666666666667,4.0,,high,low
3777,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,1000 - 5000,GLOBAL,True,,,99.0,,31.2,0.0,,low,low
3778,JORDAN,GLOBAL,0,Music & Audio,10000 - 50000,GLOBAL,False,False,high,0.0,,48.66666666666666,4.0,,low,low
3779,SPAIN,GLOBAL,0,Medical,50 - 100,GLOBAL,True,True,low,99.0,,70.4,0.0,,low,low
3780,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,5 - 10,GLOBAL,True,,,0.0,,22.666666666666668,,,low,low
3781,CANNOT IDENTIFY COUNTRY,GLOBAL,27,Tools,1000 - 5000,GLOBAL,True,False,high,0.0,,62.333333333333336,4.0,medium,low,low
3782,POLAND,CD,376696,Tools,50000000 - 100000000,GLOBAL,True,True,low,99.0,2.786403884608374,118.7,4.0,low,low,low
3783,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Books & Reference,100 - 500,GLOBAL,True,,,99.0,,37.06666666666667,,,medium,low
3784,CANNOT IDENTIFY COUNTRY,GLOBAL,125,Education,1000 - 5000,GLOBAL,True,,,0.0,,57.86666666666667,4.0,,low,low
3785,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Finance,100 - 500,GLOBAL,True,,,0.0,,43.333333333333336,,,low,low
3786,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Tools,0 - 1,GLOBAL,,,,0.0,,55.7,,,low,low
3787,UNITED STATES,GLOBAL,0,Education,,GLOBAL,True,,,99.0,,54.266666666666666,0.0,,low,low
3788,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,18,Games,100 - 500,GLOBAL,True,,,99.0,,15.466666666666669,4.0,,low,low
3789,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,128,Music & Audio,10000 - 50000,GLOBAL,True,,,0.0,,57.2,4.0,medium,low,low
3790,PAKISTAN,BR,4568,Games,,GLOBAL,True,True,low,0.0,106.3727138956006,55.5,4.0,medium,low,low
3791,CHINA,GLOBAL,0,Utilities,,GLOBAL,True,,,,,62.73333333333333,0.0,,low,low
3792,FRANCE,CA,6237,Games,,smartphone,True,True,low,99.0,27.26283659366483,40.7,4.0,,medium,low
3793,UNITED STATES,GLOBAL,31,Lifestyle,,GLOBAL,True,True,low,99.0,,137.33333333333334,4.0,,low,low
3794,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Travel,,GLOBAL,True,,,,,34.3,0.0,,low,low
3795,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,4,Utilities,,GLOBAL,False,False,high,,,187.8333333333333,1.0,,low,low
3796,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Health & Fitness,50 - 100,GLOBAL,True,,,99.0,,14.9,0.0,,low,low
3797,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Books & Reference,100 - 500,GLOBAL,True,,,0.0,,34.6,0.0,,low,low
3798,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,69,Business,10000 - 50000,GLOBAL,,,,0.0,,52.5,3.0,,low,low
3799,UNITED STATES,FR,1130952,Games,100000000 - 500000000,smartphone,True,True,low,99.0,2891.4103596095847,52.03333333333333,4.0,,low,low
3800,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,15,Music & Audio,1000 - 5000,GLOBAL,True,True,low,0.0,,48.1,4.0,,medium,low
